3400647,15.84583 ,10.30 ,53.70833 ,1679.23077 ,1,0,15.39167 
3275601,17.71250 ,8.50 ,54.54167 ,1323.07692 ,2,0,15.84583 
3287396,18.55833 ,12.10 ,56.58333 ,1566.92308 ,2,0,17.71250 
2876290,19.58750 ,10.80 ,55.08333 ,1493.07692 ,1,0,18.55833 
3013485,17.92500 ,12.70 ,68.79167 ,1534.61538 ,1,0,19.58750 
3262316,16.41250 ,7.20 ,68.04167 ,1754.61538 ,1,0,17.92500 
3489128,15.85000 ,6.10 ,77.25000 ,1276.92308 ,1,0,16.41250 
3657883,15.58750 ,6.10 ,75.83333 ,1218.46154 ,1,0,15.85000 
3500332,16.94167 ,8.70 ,70.75000 ,1493.07692 ,2,0,15.58750 
3382061,17.30833 ,9.40 ,68.58333 ,1370.76923 ,2,0,16.94167 
3091525,19.02500 ,11.80 ,58.58333 ,2016.92308 ,1,0,17.30833 
3337586,17.41667 ,4.20 ,66.45833 ,856.15385 ,1,0,19.02500 
3656478,15.42083 ,5.00 ,61.16667 ,1064.61538 ,1,0,17.41667 
3368030,17.51667 ,11.50 ,53.45833 ,1914.61538 ,1,0,15.42083 
3124354,18.50000 ,12.00 ,56.04167 ,1903.84615 ,1,0,17.51667 
3552006,16.11667 ,4.90 ,82.95833 ,580.76923 ,2,0,18.50000 
4036014,15.37917 ,6.50 ,78.37500 ,965.38462 ,2,0,16.11667 
4110371,15.24167 ,6.00 ,80.87500 ,900.00000 ,1,0,15.37917 
3715137,14.70833 ,6.70 ,83.70833 ,1005.38462 ,1,0,15.24167 
3781670,15.00417 ,4.70 ,78.83333 ,914.61538 ,1,0,14.70833 
3976458,15.37083 ,4.70 ,81.62500 ,543.84615 ,1,0,15.00417 
3614663,15.51667 ,8.70 ,66.37500 ,1581.53846 ,1,1,15.37083 
3870191,15.25000 ,7.00 ,64.95833 ,1369.23077 ,2,1,15.51667 
3532217,16.99583 ,13.40 ,59.91667 ,1992.30769 ,2,1,15.25000 
3225472,17.82083 ,12.50 ,53.37500 ,1929.23077 ,1,1,16.99583 
3331656,17.23333 ,5.80 ,68.04167 ,914.61538 ,1,1,17.82083 
3349610,17.29167 ,5.60 ,70.41667 ,846.15385 ,1,1,17.23333 
3220547,19.25833 ,9.80 ,63.00000 ,1597.69231 ,1,1,17.29167 
3155612,17.37500 ,6.80 ,69.58333 ,1044.61538 ,1,1,19.25833 
3168014,17.18750 ,10.10 ,55.70833 ,1942.30769 ,2,1,17.37500 
3113463,18.48750 ,11.60 ,63.54167 ,1927.69231 ,2,1,17.18750 
2746762,21.55000 ,11.70 ,52.25000 ,1833.07692 ,1,1,18.48750 
2592679,22.53333 ,9.50 ,60.70833 ,1350.76923 ,1,1,21.55000 
2631267,22.62083 ,11.50 ,56.04167 ,1641.53846 ,1,1,22.53333 
2919752,18.37500 ,5.00 ,80.20833 ,467.69231 ,1,1,22.62083 
2791643,19.05833 ,10.50 ,68.25000 ,1616.15385 ,1,1,18.37500 
3073952,16.72917 ,5.70 ,71.58333 ,986.92308 ,2,1,19.05833 
3243568,15.32500 ,7.20 ,75.04167 ,1198.46154 ,2,1,16.72917 
3211416,16.17083 ,10.30 ,68.37500 ,1509.23077 ,1,1,15.32500 
3188911,16.48333 ,9.70 ,56.54167 ,1541.53846 ,1,1,16.17083 
3044865,17.00833 ,12.70 ,62.33333 ,1615.38462 ,1,1,16.48333 
3137685,17.97917 ,7.00 ,78.33333 ,865.38462 ,1,1,17.00833 
2923346,18.65833 ,6.80 ,75.83333 ,1005.38462 ,1,1,17.97917 
3016433,18.29583 ,5.60 ,76.04167 ,1155.38462 ,2,1,18.65833 
2971244.98,18.09583 ,7.60 ,66.12500 ,1140.76923 ,2,1,18.29583 
3131553,16.86667 ,11.60 ,64.58333 ,1542.30769 ,1,1,18.09583 
3055496,17.39583 ,6.90 ,77.41667 ,779.23077 ,1,1,16.86667 
